tweet_text,is_there_an_emotion_directed_at_a_brand_or_product,brand_or_device,ipad,iphone,apple,google,android
rt mention survive sxsw mention live music app iphone android link,no emotion toward brand or product,"android, iphone",0,1,0,0,1
rt mention sweet apples opening popup shop scarbrough building congress ipad 2 link via mention sxsw,positive emotion,"ipad, apple",1,0,1,0,0
rt mention sweet got ipad thats nerd joke sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention sxsw 2011 novelty ipad news apps fades fast among digital delegates link sxsw,negative emotion,"ipad, iphone",1,1,0,0,0
rt mention sxsw attendees come see aquent booth 1415 sxsw trade show might win ipad 2,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention sxsw gets apple store link atx,positive emotion,apple,0,0,1,0,0
rt mention sxsw quotables giving away ipad 2 today need sign link entered automatically sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention sxsw recap day 4 greaaat exploring brand mascots digital age link sxsw hotsheet,no emotion toward brand or product,,0,0,0,0,0
rt mention team heading big boi show thanks mention crew rt find owl free tattoo link sxsw,no emotion toward brand or product,,0,0,0,0,0
rt mention team heading big boi show thanks mention crew rt find owl free tattoo link sxsw,no emotion toward brand or product,,0,0,0,0,0
rt mention temp apple store 6th st austin sxsw closed night quottheyre stuff says austin cops barring door,negative emotion,apple,0,0,1,0,0
rt mention temp apple store killing austin selling early every day sxsw,positive emotion,apple,0,0,1,0,0
rt mention temporary apple store def tent powerhouse gym sxsw link,positive emotion,apple,0,0,1,0,0
rt mention temporary sxsw apple store apple sneaky usual link,negative emotion,apple,0,0,1,0,0
rt mention test drive xperia play mention mention details link least android sxsw,no emotion toward brand or product,android,0,0,0,0,1
rt mention texas observer tomlinson says would double revenue per issue ipad subscriptions newsapps sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention text quotsxswquot 24587 chance win ipad drawing 3 17 friends sxsw must present win see ya link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention thank rt mention public notes quot5 steps bulletproof ux strategyquot link sxsw rhjrux5 via mention,no emotion toward brand or product,,0,0,0,0,0
rt mention thank mention letting test drive car apple store lets hope fix phone sxsw,no emotion toward brand or product,apple,0,0,1,0,0
rt mention thank rt mention picked mention book killer photoes iphone sxsw sxswchi link sxswi,positive emotion,iphone,0,1,0,0,0
rt mention thanks free sxsw mix rt mention 20 artists hear free sampler link,no emotion toward brand or product,,0,0,0,0,0
rt mention thanks rt mention youre trying contact friends family japan mention created person finder link sxsw,no emotion toward brand or product,,0,0,0,0,0
rt mention thanks mention publishing news new medical apps sxswi conf blog link sxsw sxswh mhealth,no emotion toward brand or product,,0,0,0,0,0
rt mention thanks everyone making great day shop today youre austin come see us tomorrow link sxsw,no emotion toward brand or product,,0,0,0,0,0
rt mention thanks heathcare digital mention publishing news new medical apps showcased sxsw link sxswh,no emotion toward brand or product,,0,0,0,0,0
rt mention mention mention party without doubt best party ive ever sxsw well done,no emotion toward brand or product,,0,0,0,0,0
rt mention mention iphone app unreal clicked location leanstartup amp person tell still seats sxsw,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention cnngrill celebrating piday pecan apple strawberry rhubarb pies let circumferences begin sxsw sxswi,no emotion toward brand or product,apple,0,0,1,0,0
rt mention ipad 2 takes sxsw video link sxswi,positive emotion,ipad,1,0,0,0,0
rt mention ipad 2 takes sxsw video mention link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention ipad 2 takes sxsw video link via mashable apple,positive emotion,"ipad, apple",1,0,1,0,0
rt mention ogilvy sydney sxsw podcast ep3 many hashtags ausxsw link,no emotion toward brand or product,,0,0,0,0,0
rt mention sxsw apple quotpopupquot store nuts still packed 1130 link,no emotion toward brand or product,apple,0,0,1,0,0
rt mention sxsw iphone app mocking like money come,no emotion toward brand or product,iphone,0,1,0,0,0
oh mention apple popup store quotoh old onequot crazytimes sxsw,i can't tell,apple,0,0,1,0,0
rt mention apple popup store line finally dwindled time check ipad2 sxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention beluga iphone app highlight sxsw excellent way coordinate sxsw4japan relief effort,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention big sxsw rumor google launch ludicon based quotcirclesquot facebook killer supposedly mention already saw ossum,positive emotion,google,0,0,0,1,0
rt mention big idea google leaves nothing left discover link sxsw sxswi,no emotion toward brand or product,google,0,0,0,1,0
rt mention countdown sxsw begun mention there\x89û pick quotfried speakersquot itunes link,no emotion toward brand or product,,0,0,0,0,0
rt mention day bank america launched iphone app got 250k new customers bankinnovation sxsw,positive emotion,iphone,0,1,0,0,0
rt mention future networks data thats google may win long term sxsw web3 saatchiny,negative emotion,google,0,0,0,1,0
rt mention google aclu party tonight sxsw best thing ever apparently spazmatics franchised band rock,positive emotion,google,0,0,0,1,0
rt mention internet blurs link ipad fades link \x89ûò mention sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention ipad 1 march 11 2011 459pm pst sxsw,i can't tell,ipad,1,0,0,0,0
rt mention ipad 2 goes sale next fridaythe austin apple store going busy sxsw,positive emotion,"ipad, apple",1,0,1,0,0
rt mention ipad 2 thin could use cut lines cocaine facetime mel gibson winning ipad2 sxsw,positive emotion,ipad,1,0,0,0,0
rt mention ipad 2 also cartoonishly large digital camera sxsw cstejas link,negative emotion,ipad,1,0,0,0,0
rt mention ipad 2 takes sxsw video one biggest events first day sxsw 2011\x89û link,positive emotion,ipad,1,0,0,0,0
rt mention ipad 2 takes sxsw video link,positive emotion,ipad,1,0,0,0,0
rt mention ipad 2 takes sxsw one biggest events 1st day sxsw 2011 wasn\x89ûªt even offic link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention ipad 2 takes sxsw video link apple ipad sxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
blogging iphone check taste whirlwind travels sxsw link springbreak continues notenoughplaid,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention iphone version flipboard totally redesigned platform mention says sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention iphone version flipboard totally redesigned platform mention says sxsw sxflip,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention ironic tee usurped ipad 2 hipster geek startup chic fashion item years sxsw,positive emotion,ipad,1,0,0,0,0
rt mention kid ducked exposing 4chan4eva tattoo small back ipad flew right sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention line popup apple store phenomenal sxsw apple ipad2 link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention lines already forming apples popup store austin arent people see festival link sxsw,no emotion toward brand or product,apple,0,0,1,0,0
rt mention lonely planet iphone app guide austin free week sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention valuable device sxsw far apple ipod iphone charger,positive emotion,"apple, iphone",0,1,1,0,0
rt mention new whrrl app live iphone app store android marketplace get hot time sxsw,positive emotion,"android, ipad, iphone",1,1,0,0,1
rt mention next big thing hmmm rt mention google launch major new social network called circles possibly today link sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention next fin serv battle vs apple goog mobile operators consumer loyalty tons cash vs banks bankinnovate sxsw,positive emotion,"google, apple",0,0,1,1,0
rt mention news sxswi apples temporary ipad store sxsw wth,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention ppl authoritzed scrape republish pages r google bing bing google mention qagb sxsw,no emotion toward brand or product,google,0,0,0,1,0
mention hand judging popup store constant line apple ipad2 clearly breaking sxsw,positive emotion,"ipad, apple",1,0,1,0,0
everyone plane austin looks like going sxsw means apple products hipster clothes,positive emotion,apple,0,0,1,0,0
rt mention secret search sauce google bing spill beans google bing sxsw link,no emotion toward brand or product,google,0,0,0,1,0
rt mention session designingforkids changing mind future kids relationship iphone sapient sxsw,positive emotion,iphone,0,1,0,0,0
rt mention simplest gesture ipad used core interactions sxsw touchingstories,no emotion toward brand or product,ipad,1,0,0,0,0
building success google buzz doubt rt mention google launch circles social network sxsw link,positive emotion,google,0,0,0,1,0
rt mention top 7 things ive loved sxsw far link outbrain ipad groupme,positive emotion,ipad,1,0,0,0,0
mention upside sxsw start today ipad 2 releases,positive emotion,ipad,1,0,0,0,0
rt mention web designer\x89ûªs guide ios android apps today mention 10 link sxsw,positive emotion,android,0,0,0,0,1
rt mention pats sxsw dont know im talking please google julia sweeney learn,no emotion toward brand or product,google,0,0,0,1,0
rt mention still ipad 2s least sxsw popup apple store mention bought one,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention two days last 6 months mobile usage google maps higher desktop marissa mayer sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention art advertising statistics says mention google admob guy asked question sxsw sxflip sxswi,no emotion toward brand or product,google,0,0,0,1,0
rt mention theres app think goingsons sxsw ipad hollergram link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention theres yet another line austin apple store ipad 2 going well around block sxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention theres class war forming sxsw ipad 2 owners vs first gen owners,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention iphone apps keep grooving sxsw 2011 mention link,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention everywhere crazy look around sxsw realize last year one ipad sxsw,positive emotion,ipad,1,0,0,0,0
rt mention little need parents anymore comment child playing ipad \x89ûómention connectedbrands sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
mention thinks may coined new term quotapptrophyquot happens unused iphone apps disuse apptrophy sxsw,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
rt mention gt rt mention google 4 people work 7 people rather 7 people work 4 agileagency sxsw,positive emotion,google,0,0,0,1,0
rt mention mention article sxsw good im linking iphone train link,positive emotion,iphone,0,1,0,0,0
rt mention could first big news sxsw link google building new social framework,no emotion toward brand or product,google,0,0,0,1,0
rt mention google bing qampa panel like worlds expensive seo consultation sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention group next 6 ppl mention table everyone using thier phone ipad instead taking sxsw,negative emotion,ipad,1,0,0,0,0
rt mention guy next using ipad 2 periscope sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention winning picture android google sxsw link,no emotion toward brand or product,"android, google",0,0,0,1,1
rt mention awesome got ipad 2 sxsw link mention via mention,positive emotion,ipad,1,0,0,0,0
rt mention one three best apps weve seen sxsw link,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention social technology amazing google set person finder english japanese link sxsw,positive emotion,google,0,0,0,1,0
rt mention morning sxsw resurgence print design ipad design boomers amp nyt grid layouts also gatorade vom,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention best thing saw sxsw tonight rt mention security guards protecting ipad 2 awesome link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention week ipad clip mention joins mention review free sxsw go app link ipad2 sxswgo,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention thrilled former chief talent officer apple gap mention advisory board link sxsw sxswi innotribe,positive emotion,apple,0,0,1,0,0
rt mention tim oreilly web 20 definition companies survived built value consumergenerated data ebay amazon google sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention tim oreilly web 20 definition firms tht survived built value frm consumergenerated data ebayamazongoogle sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention tim oreilly web 20 definition companies survived built value consumergenerated data ebay amazon google sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention tim soos invisible instruments jaw dropping iphonewii controller link openexhibits sxsw,positive emotion,iphone,0,1,0,0,0
rt mention time wakeuplaughing mention iphone appstore itunes ifr3dw sxsw,positive emotion,iphone,0,1,0,0,0
rt mention tip sxsw hashtag search throttled mention dumb 420 errors use google eg link fsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention tips googles mention fewer people teams think making prototyping key agileagency sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention sxsw friends dont forget download sxswgo iphone ipad app link,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
rt mention kick sxswi mention giving away ipad 2 visit fb page enter link sxsw,positive emotion,ipad,1,0,0,0,0
rt mention dude propping ipad urinal time isnt valuable sxsw ewww,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention today sxsw bulletproof ux strategy games amp design patterns google anatomy design decision,no emotion toward brand or product,google,0,0,0,1,0
rt mention tomlinson tx observer says apple subscription data holding biggest impediment success newsapps sxsw,no emotion toward brand or product,apple,0,0,1,0,0
rt mention tomorrow charles chen speaking android chromeos access mention google booth exhibit hall 3 mention 1pm sxsw,no emotion toward brand or product,"android, google",0,0,0,1,1
rt mention tomorrows panel css features folks opera chrome ie mozilla amp w3c apple downstairs selling ipads sxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention tomorrows panel css panel features folks opera chrome ie mozilla w3c apple downstairs selling ipads ahem sxsw apple,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention tonight mention checking kills amp mention checking gsdampm google party come say hi sxsw sxswi,no emotion toward brand or product,google,0,0,0,1,0
rt mention tonight mention checking kills mention checking gsdampm google party come say hi sxsw sxswi music,no emotion toward brand or product,google,0,0,0,1,0
rt mention toptweets rt mention rumor apple opening temporary store downtown austin sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
rt mention traveling sxsw ipad 1 3 10 2011,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention tron amazing idea blue ray release 2nd screen ipad app syncs movie follow additional content sxsw,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention true rt mention rumor apple opening temporary store downtown austin 4 sxsw amp ipad 2 launch link,positive emotion,"ipad, apple",1,0,1,0,0
rt mention trying steve wozniak drink free thanks google h4ckers sxsw mention speakeasy link,positive emotion,google,0,0,0,1,0
rt mention turn ipad physical messaging platform holler gram cheeky app built sxsw link,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention tweet register exclusive passes events parties ipad 2 sxsw quotgive m\x89û cont link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention tweet register exclusive passes events parties ipad 2 sxsw quotgive link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention tweet register exclusive passes events parties ipad 2 sxsw quotgive liberty free sxswpass please rtquot,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention tweet register exclusive passes events parties ipad 2 sxsw liberty free sxswpass,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention tweet register exclusive passes events parties ipad 2 sxsw quotgive liberty free sxswpassquot,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention u got ta fight yr right party amp privacy aclu google sxsw partylikeits1986,no emotion toward brand or product,google,0,0,0,1,0
rt mention uber brand smart gon na move ton ipad2 apple opening popup shop austin sxsw link viamention mention,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention uh oh rt mention left white iphone 4 cab austin sxsw internet please help,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention umm would mention \x89ûïmention keep winning shit thanks mention killer ipad case sxsw\x89û\x9d,positive emotion,ipad,1,0,0,0,0
rt mention unloading ipads link sxsw apple ipad2,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention update recco link sxsw panels parties def good times follow friends whove b4 youre newbie,no emotion toward brand or product,,0,0,0,0,0
rt mention updated npr music iphone app song info songs 24 7 amp live video streaming time sxsw link,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention updated hbs startuptribe meets sxsw sat 3 12 4pm link drinks alumni students check back 4 changes,no emotion toward brand or product,,0,0,0,0,0
rt mention use google profile fb entry point fb personal try digg google reader draw people hireme sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention use question answer ask receive kind model ipad app design give take entice ask mention tapworthy sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention used small upstarts twitter played sxsw big guys making moves apple google sxsw,no emotion toward brand or product,"google, apple",0,0,1,1,0
rt mention vinteresting rt mention google launch major new social network called circles possibly today link sxsw,positive emotion,google,0,0,0,1,0
rt mention happy discovr named one top ten musthave apps ipad 2 fight way thru queue sxsw,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention important make sure donating japanese red cross japan link sxswcares sxsw pls rt,no emotion toward brand or product,,0,0,0,0,0
rt mention important make sure donating japanese red cross japan link sxsw quake,no emotion toward brand or product,,0,0,0,0,0
rt mention important make sure donating japanese red cross japan link sxswcares sxsw quake,no emotion toward brand or product,,0,0,0,0,0
rt mention important make sure donating japanese red cross japan link sxswcares sxsw quake please rt,no emotion toward brand or product,,0,0,0,0,0
rt mention smart mention hollergram ipad app sxsw link may leave vuvuzela home,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention smart move apple popup store sxsw ipad 2s come 5pm tomorrow link,positive emotion,"ipad, apple",1,0,1,0,0
rt mention smart quotapple set open popup shop core sxsw actionquot link sxsw apple,positive emotion,apple,0,0,1,0,0
rt mention smart rt mention aapl open pop store ipad 2 sales sxsw link,positive emotion,ipad,1,0,0,0,0
rt mention via mention apple set open temp store downtown austin sxsw link ipad2,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention via mention still big line outside apples popup shop 3 days ipads debut sxsw,positive emotion,"ipad, apple",1,0,1,0,0
rt mention video popup apple store link sxsw sxswi,no emotion toward brand or product,apple,0,0,1,0,0
rt mention video interview mention amp mention sxsw quotgoogle dealsquot link,no emotion toward brand or product,google,0,0,0,1,0
rt mention video first ipad2 unboxing outside apple store sxsw coming soon find decent wifi,positive emotion,"ipad, apple",1,0,1,0,0
rt mention video google quotit gets betterquot featured gets better book due 3 22 sxsw sxswhomo link,no emotion toward brand or product,google,0,0,0,1,0
rt mention video google quotit gets betterquot one featured gets better book due 3 22 sxsw sxswhomo link,no emotion toward brand or product,google,0,0,0,1,0
rt mention vinh flipboard step forward ipad mags get right go path wired path sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
debating visiting apple popup store byebyemoney sxsw,no emotion toward brand or product,apple,0,0,1,0,0
mention vs mention vs mention sxsw things heating quotgoogle offers checkin rewards amp titlesquot link lbs,positive emotion,google,0,0,0,1,0
rt mention w core week data still come mention searches sxsw 23 vs 10 source trends measure link,no emotion toward brand or product,,0,0,0,0,0
rt mention w00t mention wrote hollergram ipad app sxsw link,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention wait fiona apple town somebody kidnap put recording studio records new album sxsw,no emotion toward brand or product,apple,0,0,1,0,0
rt mention waiting line awesome south african contingent sxswsa sxsw apple link,no emotion toward brand or product,apple,0,0,1,0,0
rt mention walkin street mention navigating via google im tweeting random guy yelping welcome sxsw usguys,no emotion toward brand or product,google,0,0,0,1,0
rt mention walking popup apple store like walking future ipad type computer sxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention walking trade show sxsw basically swapping 10 business cards chances win 10 different ipad 2s,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention wan na know fast cellular signal sxsw get coverage austin ios free detailed maps link,no emotion toward brand or product,,0,0,0,0,0
rt mention want free juice pack air iphone 4 sxsw we\x89ûªll giving away 5 tobeannounced location stay tuned,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention want taste artists years sxsw heres free mix put itunes link,no emotion toward brand or product,,0,0,0,0,0
rt mention want ipad 2 chance apple opening temporary store sxsw link via mention,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention want win free ipad 2 attending sxsw details link,positive emotion,ipad,1,0,0,0,0
rt mention want win ticket 1 sxsw party rules simple link android unite android news masses android,no emotion toward brand or product,android,0,0,0,0,1
rt mention intending bring trusty backpack upcoming trip sxsw number ipad 2s im helping b,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention watch mention sxsw link,no emotion toward brand or product,,0,0,0,0,0
rt mention watching guy simultaneously use laptop ipad force strong one mmm sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention watching ipadmade movie busy makes wish whatever party made instead sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention including emotional thing ipad barrydiller sxsw pnid,positive emotion,ipad,1,0,0,0,0
rt mention excited see hls dynamic video ad insertion tv everywhere working ipad2 later today sxsw popup apple store,positive emotion,"ipad, apple",1,0,1,0,0
rt mention gearing sxsw interactive trade show across google link,no emotion toward brand or product,google,0,0,0,1,0
rt mention giving away ipad 2 kick time sxsw visit fb page info link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention cant talk liquid exp without talking kindle showing examples web kindle iphone versions liquidux sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention cant wait give ipad someone sxsw want head wwwpepjobs upc enter must present win,positive emotion,ipad,1,0,0,0,0
rt mention release android app cluster gt link sxsw,no emotion toward brand or product,android,0,0,0,0,1
rt mention interrupt regularly scheduled sxsw geek programming big news link google circles,no emotion toward brand or product,google,0,0,0,1,0
rt mention interrupt regularly scheduled sxsw geek programming big news link google circles huge,no emotion toward brand or product,google,0,0,0,1,0
rt mention interrupt regularly scheduled sxsw geek programming big news link google circles socbiz,no emotion toward brand or product,google,0,0,0,1,0
rt mention interrupt regularly scheduled sxsw geek programming big news link google circles,no emotion toward brand or product,google,0,0,0,1,0
rt mention launched ipad app sxsw get details first edition free link,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention launched spins ipad app sxsw tons music photos videos whatcha think link,positive emotion,"ipad, iphone",1,1,0,0,0
rt mention lose hour tonight sxsw attendees blame microsoft apple get credit fixing christmas,positive emotion,apple,0,0,1,0,0
rt mention lose hour 2nite sxsw attendees blame microsoft apple get credit 4 fixing b4 christmas,positive emotion,apple,0,0,1,0,0
rt mention connect rt mention google launch major new social network called circles possibly today link sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention lustre pearl teamandroidsxsw cause love android geeks sxsw link,positive emotion,android,0,0,0,0,1
rt mention lustre pearl getting ready presentation team android awards sxsw,no emotion toward brand or product,android,0,0,0,0,1
rt mention cohosting cmty mngr meetup w mention mention mention etsy austin space 6th 68p google schwag come sxsw,positive emotion,google,0,0,0,1,0
rt mention excited sxsw giddy announce music withme android available android market link,positive emotion,android,0,0,0,0,1
rt mention experimenting tinkering like nineties quotbest viewed ipad new best viewed internet explorer 6quot sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention giving away shiny ipad 2 sxsw quotables simply sign entered automatically gtgt link ipad2 sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention launching products mention sxsw plenty else join us 4 h4ckers amp 80s dancing 2day link,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw join us h4ckers amp 80s dancing today link,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else join us h4ckers today link,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else link,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else pensei que iriam lanì¤ar google circles,no emotion toward brand or product,google,0,0,0,1,0
rt mention launching products sxsw plenty else link ltlt circles new apps ftrs,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else link googlecircle,no emotion toward brand or product,google,0,0,0,1,0
rt mention launching products sxsw plenty else join us 4 h4ckers amp 80s dancing link,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else join us h4ckers amp 80s dan link,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else join us h4ckers amp 80s dancing link,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else join us h4ckers amp 80s dancing today link,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else link cc mention,no emotion toward brand or product,,0,0,0,0,0
rt mention launching products sxsw plenty else join us h4ckers amp 80s dancing link,no emotion toward brand or product,,0,0,0,0,0
rt mention officially sxsw come mention grill mention us w zazzlsxsw you\x89ûªll get make iphone case,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention wondering many mention come back sxsw ipad 2s maybe everyone,positive emotion,ipad,1,0,0,0,0
tr mention wondering many mention come back sxsw ipad 2s maybe everyone link,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention weve got exciting things well showing sxsw year including drag drop store management iphone,positive emotion,iphone,0,1,0,0,0
rt mention weather changed today sxsw get exclusive weather updates kxan austins jim spencer mention link,no emotion toward brand or product,,0,0,0,0,0
rt mention web developers haven\x89ûªt tried new relic sign sxsw enter win ipad 2 come booth 13 link,positive emotion,ipad,1,0,0,0,0
rt mention well damn apple setting quotpopupquot shop sxsw link,i can't tell,apple,0,0,1,0,0
rt mention well hello sxsw heres free mention sampler celebrate festival year including barton hollow link,no emotion toward brand or product,,0,0,0,0,0
rt mention well hello sxsw heres free itunes sampler celebrate festival year link,no emotion toward brand or product,,0,0,0,0,0
rt mention well forget nfl lockout right gon na focus getting shinmy new ipad 40min sxsw apple makes happy nfl,positive emotion,"ipad, apple",1,0,1,0,0
rt mention well im first line 105 hours go ipad apple sxsw sleepy,positive emotion,"ipad, apple",1,0,1,0,0
rt mention digital tribes learn native americans dgtltribe sxsw oh win ipad 11am hyatt,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention apple security guy locks store sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
rt mention what\x89ûªs new blogger link blogging blogger google sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention bored keynote sxsw use ipad draw picture even good artist link sxswi,positive emotion,ipad,1,0,0,0,0
rt mention brand focuses purpose object survive amp succeed google search useful info nike sneakers performance sxsw,positive emotion,google,0,0,0,1,0
rt mention google talking quottopicality reputationquot search ranking im sure saw bing writing notes qagb sxsw,positive emotion,google,0,0,0,1,0
rt mention someone going ask bing copying googles search results qagb sxsw seo,no emotion toward brand or product,google,0,0,0,1,0
rt mention google circles launch link quotmay good timing given twitter sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention smartphone rules sxsw definitely iphone 4 96 apple smartphone ive eyeballed ip4,positive emotion,"apple, iphone",0,1,1,0,0
rt mention flying sxsw wants mention free miles dm meill shoot code currently iphone,no emotion toward brand or product,iphone,0,1,0,0,0
rt mention said ipad photos apple store sxsw mention mention mention lepanele link,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
rt mention uses google tv room nobody raises hand packed room socialviewing session sxsw,negative emotion,google,0,0,0,1,0
rt mention whoa hang saw someone without iphone sxsw,positive emotion,iphone,0,1,0,0,0
rt mention whrrl girls handing chances win 2 audi cars come find us sxsw mention apple store sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
rt mention barry diller thinks ipad content nuts mention sxsw mention link mentionw,no emotion toward brand or product,ipad,1,0,0,0,0
rt mention google announce facebook clone sxsw include announcement product code link,no emotion toward brand or product,google,0,0,0,1,0
rt mention google circles take facebook link circles sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention google circles take facebook link circles sxsw,no emotion toward brand or product,google,0,0,0,1,0
rt mention google launch new social network called circles south southwest today link sxsw circles google,no emotion toward brand or product,google,0,0,0,1,0
rt mention google preview major new social service called google circles today sxsw link,no emotion toward brand or product,google,0,0,0,1,0
rt mention google preview major new social service called google circles today sxsw link cc mention,no emotion toward brand or product,google,0,0,0,1,0
rt mention google reveal new social network called circles google facebook twitter sxsw link via mention,no emotion toward brand or product,google,0,0,0,1,0
rt mention overload info delivered google kill discovery google says ppl wont lose curiosity wonderwe need serendipity sxsw,negative emotion,google,0,0,0,1,0
rt mention see googles new social network quotcirclesquot today link sxsw sxswi,no emotion toward brand or product,google,0,0,0,1,0
rt mention william patry google says authors dont care copyright care income sxsw models,no emotion toward brand or product,google,0,0,0,1,0
rt mention win sony xperia play android phone sxsw tuesday 3 15 details link,positive emotion,android,0,0,0,0,1
rt mention win ipad 2 come meet aquent talent agents drop name sxsw booth 1413 link,positive emotion,ipad,1,0,0,0,0
rt mention win openbeta6 ipad mention sxsw panel link today mention 11 usguys cc mention dgtltribe sxswbuffalo,i can't tell,ipad,1,0,0,0,0
rt mention win ipad 2 bizgym video clipcon see intro reel link sxsw suasxsw sxswaccel ceokidschat entrepreneur smallbiz,no emotion toward brand or product,ipad,1,0,0,0,0
